"Name","Location","SDAHPGLT","Base","Remarks","Zone","Gas","Sector","SubSector","SubSectorN","CargoBase","Trade","Star1","Star2","Star3","HW-SDAHPLT","Algn","PAG","ZonedFor","Detailed","Hard1","Hard2","Hard3","Hard4"
"Affinity","2121","B98A561A"," "," "," ","G","Core","K","Chant","0"," ","G0 V","M3 V "," "," ","Li","213"," ","","","","",""
"Elinz","2122","B476000D","A"," "," "," ","Core","K","Chant","0"," ","F9 V"," "," "," ","Li","900"," ","","","","",""
"Eliograh","2125","A524575C"," "," "," ","G","Core","K","Chant","0"," ","F1 V"," "," "," ","Li","703"," ","","","","",""
"Kamodoo","2130","B565558B","N"," "," ","G","Core","K","Chant","0"," ","F2 D"," "," "," ","Li","803"," ","","","","",""
"Leystroak","2221","B9986569","N"," "," ","G","Core","K","Chant","0"," ","F5 D"," "," "," ","Li","815"," ","","","","",""
"Rek-shons","2222","B855746C"," "," "," ","G","Core","K","Chant","0"," ","G3 V"," "," "," ","Li","213"," ","","","","",""
"Radd Caulo","2223","A8666459"," "," "," ","G","Core","K","Chant","0"," ","K6 V","M7 D "," "," ","Li","502"," ","","","","",""
"Chant","2224","A160688F","W"," "," ","G","Core","K","Chant","0"," ","F6 D"," "," "," ","Li","903"," ","","","","",""
"Meiz","2225","B512847B","S"," "," ","G","Core","K","Chant","0"," ","K9 VI"," "," "," ","Li","111"," ","","","","",""
"Skeen","2226","B49199BF"," "," "," ","G","Core","K","Chant","0"," ","F2 D","M7 D "," "," ","Li","422"," ","","","","",""
"Port Away","2227","C357747A"," "," "," ","G","Core","K","Chant","0"," ","M9 V"," "," "," ","Li","203"," ","","","","",""
"Effinity","2322","A581651F"," "," "," ","G","Core","K","Chant","0"," ","F2 D","M6 D "," "," ","Li","904"," ","","","","",""
"Merat","2323","B423868A","N"," "," ","G","Core","K","Chant","0"," ","M1 D"," "," "," ","Li","403"," ","","","","",""
"Akin Akun","2326","D4106667","S"," "," "," ","Core","K","Chant","0"," ","M5 V"," "," "," ","Li","910"," ","","","","",""
"Drivorea","2327","B759300D"," "," "," ","G","Core","K","Chant","0"," ","G4 D"," "," "," ","Li","313"," ","","","","",""
"Raami","2330","B522966F"," "," "," ","G","Core","K","Chant","0"," ","M2 V"," "," "," ","Li","603"," ","","","","",""
"Ro Anii","2422","A473320E","N"," "," ","G","Core","K","Chant","0"," ","F1 VI"," "," "," ","Li","704"," ","","","","",""
"Avthaus","2425","B200879E"," "," "," ","G","Core","K","Chant","0"," ","F7 VI"," "," "," ","Li","723"," ","","","","",""
"Shurgiishulu","2429","B5526258"," "," "," ","G","Core","K","Chant","0"," ","F9 V"," "," "," ","Li","902"," ","","","","",""
".","2521","E2604636"," "," "," ","G","Core","L","Dingtra","0"," ","F5 V"," "," "," ","Li","201"," ","","","","",""
".","2524","A576322A","N"," "," ","G","Core","L","Dingtra","0"," ","K8 V"," "," "," ","Li","903"," ","","","","",""
".","2526","A7C6320F"," "," "," ","G","Core","L","Dingtra","0"," ","G9 V"," "," "," ","Li","602"," ","","","","",""
".","2529","E5648A86"," "," "," ","G","Core","L","Dingtra","0"," ","F1 D"," "," "," ","Li","914"," ","","","","",""
"Gurdaan","2623","B3109DAE","N"," "," ","G","Core","L","Dingtra","0"," ","M9 V"," "," "," ","Li","114"," ","","","","",""
"Idas","2624","B4929AEF","N"," "," ","G","Core","L","Dingtra","0"," ","M2 V","M0 D "," "," ","Li","101"," ","","","","",""
".","2625","B224337D","N"," "," ","G","Core","L","Dingtra","0"," ","M1 V"," "," "," ","Li","704"," ","","","","",""
".","2628","B74A6229","N"," "," ","G","Core","L","Dingtra","0"," ","F5 D"," "," "," ","Li","314"," ","","","","",""
".","2630","C000314E"," "," "," ","G","Core","L","Dingtra","0"," ","M0 V","M2 V "," "," ","Li","504"," ","","","","",""
".","2721","B5516868"," "," "," ","G","Core","L","Dingtra","0"," ","K7 V"," "," "," ","Li","934"," ","","","","",""
".","2729","B360224E"," "," "," "," ","Core","L","Dingtra","0"," ","F4 D","M3 D "," "," ","Li","320"," ","","","","",""
".","2730","A241632F"," "," "," ","G","Core","L","Dingtra","0"," ","M8 V","M9 V "," "," ","Li","403"," ","","","","",""
".","2821","B5528978"," "," "," ","G","Core","L","Dingtra","0"," ","F8 D"," "," "," ","Li","304"," ","","","","",""
".","2823","C553100C"," "," "," ","G","Core","L","Dingtra","0"," ","F2 VI","M1 D "," "," ","Li","303"," ","","","","",""
".","2825","B6838BA7"," "," "," ","G","Core","L","Dingtra","0"," ","F1 D"," "," "," ","Li","123"," ","","","","",""
".","2829","E100895B"," "," "," ","G","Core","L","Dingtra","0"," ","F3 V","M6 D "," "," ","Li","424"," ","","","","",""
".","2830","EAC74578"," "," "," ","G","Core","L","Dingtra","0"," ","M9 V","M7 D "," "," ","Li","214"," ","","","","",""
"Ekugush","2922","B6529689"," "," "," ","G","Core","L","Dingtra","0"," ","F2 V"," "," "," ","Li","904"," ","","","","",""
".","2924","D5647793","S"," "," ","G","Core","L","Dingtra","0"," ","F0 V"," "," "," ","Li","405"," ","","","","",""
".","2928","A494300F"," "," "," ","G","Core","L","Dingtra","0"," ","F9 V"," "," "," ","Li","214"," ","","","","",""
".","2929","B000578B"," "," "," ","G","Core","L","Dingtra","0"," ","M0 V"," "," "," ","Li","913"," ","","","","",""
".","3021","A45778CA"," "," "," ","G","Core","L","Dingtra","0"," ","F8 VI"," "," "," ","Li","624"," ","","","","",""
"Gurishi","3022","B756999B","N"," "," ","G","Core","L","Dingtra","0"," ","M0 VI"," "," "," ","Li","804"," ","","","","",""
".","3025","C200353C","S"," "," ","G","Core","L","Dingtra","0"," ","M5 V","M5 V "," "," ","Li","621"," ","","","","",""
".","3026","C3634458"," "," "," ","G","Core","L","Dingtra","0"," ","F1 V","M0 V "," "," ","Li","102"," ","","","","",""
".","3027","B9D57698","N"," ","A","G","Core","L","Dingtra","0"," ","K8 VI","M9 VI "," "," ","Li","323"," ","","","","",""
".","3028","A37346BF"," "," "," ","G","Core","L","Dingtra","0"," ","G8 V","M8 D "," "," ","Li","301"," ","","","","",""
".","3121","C5548AA6"," "," "," ","G","Core","L","Dingtra","0"," ","F9 D"," "," "," ","Li","502"," ","","","","",""
".","3123","B4247A8A","A"," "," ","G","Core","L","Dingtra","0"," ","M4 V"," "," "," ","Li","814"," ","","","","",""
"Kadushii","3125","D695973A","S"," "," ","G","Core","L","Dingtra","0"," ","F6 V"," "," "," ","Li","713"," ","","","","",""
".","3127","B779333D","A"," "," ","G","Core","L","Dingtra","0"," ","F3 V"," "," "," ","Li","304"," ","","","","",""
".","3128","B679885D","S"," "," ","G","Core","L","Dingtra","0"," ","F0 D","M9 D "," "," ","Li","903"," ","","","","",""
".","3129","B867430A","A"," "," ","G","Core","L","Dingtra","0"," ","F7 D"," "," "," ","Li","303"," ","","","","",""
".","3130","B557774C"," "," "," "," ","Core","L","Dingtra","0"," ","K0 D"," "," "," ","Li","420"," ","","","","",""
".","3226","B686576C","N"," "," "," ","Core","L","Dingtra","0"," ","F8 VI"," "," "," ","Li","600"," ","","","","",""
".","3227","B7585779"," "," "," ","G","Core","L","Dingtra","0"," ","F9 VI","M3 D "," "," ","Li","903"," ","","","","",""
"Brygella","132","B76A200E","A"," "," ","G","Core","M","Cadion","0"," ","F6 V"," "," "," ","Li","521"," ","","","","",""
"Holt","133","B8D7346C","N"," "," ","G","Core","M","Cadion","0"," ","G8 V"," "," "," ","Li","915"," ","","","","",""
"Blanum","134","B421677B","N"," "," ","G","Core","M","Cadion","0"," ","G0 II"," "," "," ","Li","203"," ","","","","",""
"Erthun","135","B667587C","N"," "," ","G","Core","M","Cadion","0"," ","F6 D"," "," "," ","Li","204"," ","","","","",""
"Azpun","138","A873000A"," "," "," ","G","Core","M","Cadion","0"," ","M1 D","M1 D "," "," ","Li","702"," ","","","","",""
"Dashuu","139","B87A120D","N"," ","A","G","Core","M","Cadion","0"," ","F7 V"," "," "," ","Li","613"," ","","","","",""
"Reference","140","D100100B","A","Rs "," ","G","Core","M","Cadion","0"," ","M5 V"," "," "," ","Li","302"," ","","","","",""
"Rush","231","E8693726"," "," "," ","G","Core","M","Cadion","0"," ","M8 D"," "," "," ","Li","711"," ","","","","",""
"Zorzaa","234","B667420C"," "," "," ","G","Core","M","Cadion","0"," ","F3 D"," "," "," ","Li","204"," ","","","","",""
"Tuurqa","236","D6714439"," "," "," ","G","Core","M","Cadion","0"," ","G7 D"," "," "," ","Li","103"," ","","","","",""
"Brekin","240","B58748CA"," "," "," "," ","Core","M","Cadion","0"," ","K0 VI"," "," "," ","Li","100"," ","","","","",""
"Kiis","331","E10059C7"," "," "," ","G","Core","M","Cadion","0"," ","K8 V","M4 V "," "," ","Li","724"," ","","","","",""
"Qungwyld","332","A655561A"," "," "," ","G","Core","M","Cadion","0"," ","F2 D"," "," "," ","Li","203"," ","","","","",""
"Singing","334","A9A9310C","S"," "," ","G","Core","M","Cadion","0"," ","M1 V"," "," "," ","Li","523"," ","","","","",""
"Markun","338","B8871369","A"," "," "," ","Core","M","Cadion","0"," ","F4 D"," "," "," ","Li","700"," ","","","","",""
"Betras","431","B634320B","S"," "," ","G","Core","M","Cadion","0"," ","M4 V"," "," "," ","Li","804"," ","","","","",""
"Reel","432","B150779E","S"," "," ","G","Core","M","Cadion","0"," ","M9 V"," "," "," ","Li","805"," ","","","","",""
"Lytras","437","B400643A"," "," "," ","G","Core","M","Cadion","0"," ","M9 V","M8 IV "," "," ","Li","405"," ","","","","",""
"Xamdas","439","B110100C"," "," "," ","G","Core","M","Cadion","0"," ","M3 VI"," "," "," ","Li","603"," ","","","","",""
"Kysizi","440","A53A777E"," "," "," ","G","Core","M","Cadion","0"," ","M7 VI","M7 V "," "," ","Li","503"," ","","","","",""
"Caraban","531","B655264A","N"," "," "," ","Core","M","Cadion","0"," ","F1 V","M0 V "," "," ","Li","400"," ","","","","",""
"Lia","537","E654988A"," "," "," ","G","Core","M","Cadion","0"," ","F3 D"," "," "," ","Li","702"," ","","","","",""
"Double Star","635","B642652A","N"," "," ","G","Core","M","Cadion","0"," ","M3 D"," "," "," ","Li","902"," ","","","","",""
"Patu","637","B7966767","S"," "," ","G","Core","M","Cadion","0"," ","F1 D"," "," "," ","Li","203"," ","","","","",""
"Zzugep","731","B4539CDC"," ","HI "," "," ","Core","M","Cadion","0"," ","G1 D"," "," "," ","Li","300"," ","","","","",""
"Ferr","734","C7977785","S"," "," "," ","Core","M","Cadion","0"," ","F0 D"," "," "," ","Li","300"," ","","","","",""
"Megatina","735","D5844754","S"," "," ","G","Core","M","Cadion","0"," ","F4 VI","M8 D "," "," ","Li","904"," ","","","","",""
"L'rotuu","737","B8986748"," "," "," ","G","Core","M","Cadion","0"," ","F5 V"," "," "," ","Li","823"," ","","","","",""
"Delta 4","831","C549449B"," "," "," ","G","Core","M","Cadion","0"," ","F2 V"," "," "," ","Li","614"," ","","","","",""
"Baituu","835","D4381106","S"," "," ","G","Core","M","Cadion","0"," ","A9 V"," "," "," ","Li","503"," ","","","","",""
"Night","839","A5749C9F","N"," "," "," ","Core","M","Cadion","0"," ","F1 V"," "," "," ","Li","320"," ","","","","",""
".","931","A599367C"," "," "," ","G","Core","N","Ch'naar","0"," ","F1 D"," "," "," ","Li","814"," ","","","","",""
".","933","B88A104B","A"," "," ","G","Core","N","Ch'naar","0"," ","K0 VI"," "," "," ","Li","311"," ","","","","",""
".","1033","B556215D","W"," "," ","G","Core","N","Ch'naar","0"," ","F0 D"," "," "," ","Li","604"," ","","","","",""
".","1034","C5337626"," "," "," "," ","Core","N","Ch'naar","0"," ","M2 III","M3 VI "," "," ","Li","200"," ","","","","",""
".","1035","B581666A","S"," "," ","G","Core","N","Ch'naar","0"," ","F8 D","M6 D "," "," ","Li","503"," ","","","","",""
".","1037","D5422019","S"," "," ","G","Core","N","Ch'naar","0"," ","F4 V"," "," "," ","Li","624"," ","","","","",""
".","1038","B358697C"," "," "," ","G","Core","N","Ch'naar","0"," ","F3 D"," "," "," ","Li","914"," ","","","","",""
".","1040","B528200E"," "," "," ","G","Core","N","Ch'naar","0"," ","M4 D","M4 D "," "," ","Li","325"," ","","","","",""
"Aursis","1134","A5459BDF","A"," "," "," ","Core","N","Ch'naar","0"," ","F7 D","M4 D "," "," ","Li","500"," ","","","","",""
".","1140","BAF3579A"," "," "," "," ","Core","N","Ch'naar","0"," ","M2 V"," "," "," ","Li","800"," ","","","","",""
".","1232","B130563D"," "," "," ","G","Core","N","Ch'naar","0"," ","M9 V"," "," "," ","Li","722"," ","","","","",""
".","1233","A375025B"," "," "," ","G","Core","N","Ch'naar","0"," ","F9 D","M8 D "," "," ","Li","424"," ","","","","",""
".","1236","B491384E"," "," "," ","G","Core","N","Ch'naar","0"," ","K5 V","M2 D "," "," ","Li","303"," ","","","","",""
".","1237","E6A77617"," "," "," ","G","Core","N","Ch'naar","0"," ","G7 V"," "," "," ","Li","903"," ","","","","",""
".","1239","B547759D","N"," "," ","G","Core","N","Ch'naar","0"," ","M6 V"," "," "," ","Li","302"," ","","","","",""
".","1240","C2233049","S"," "," ","G","Core","N","Ch'naar","0"," ","M8 V","M2 D "," "," ","Li","214"," ","","","","",""
".","1334","BACA37BC"," "," "," ","G","Core","N","Ch'naar","0"," ","M3 V"," "," "," ","Li","112"," ","","","","",""
"Umkashuu","1335","B3549C9C"," "," "," ","G","Core","N","Ch'naar","0"," ","F0 V","M8 D "," "," ","Li","322"," ","","","","",""
".","1336","EA975964"," "," "," ","G","Core","N","Ch'naar","0"," ","F4 V","M7 D "," "," ","Li","503"," ","","","","",""
".","1338","B695300C","N"," "," ","G","Core","N","Ch'naar","0"," ","F3 D"," "," "," ","Li","902"," ","","","","",""
".","1431","C4940469","S"," "," ","G","Core","N","Ch'naar","0"," ","G5 D","M1 V "," "," ","Li","903"," ","","","","",""
".","1434","C755203C"," "," "," ","G","Core","N","Ch'naar","0"," ","F8 V"," "," "," ","Li","503"," ","","","","",""
".","1436","E6B078B9"," "," "," ","G","Core","N","Ch'naar","0"," ","G1 V"," "," "," ","Li","401"," ","","","","",""
".","1437","B9A83119","S"," "," ","G","Core","N","Ch'naar","0"," ","M2 V"," "," "," ","Li","913"," ","","","","",""
".","1440","A58A69CF"," "," "," ","G","Core","N","Ch'naar","0"," ","K2 VI"," "," "," ","Li","303"," ","","","","",""
".","1531","C33389CB"," "," "," ","G","Core","N","Ch'naar","0"," ","M4 D","M3 VI "," "," ","Li","813"," ","","","","",""
".","1533","B6478868","N"," "," ","G","Core","N","Ch'naar","0"," ","F3 V"," "," "," ","Li","402"," ","","","","",""
".","1534","A76A551D","N"," "," ","G","Core","N","Ch'naar","0"," ","F0 V"," "," "," ","Li","603"," ","","","","",""
"Shueshlar","1536","C4359989","S"," "," ","G","Core","N","Ch'naar","0"," ","F6 V","M9 D "," "," ","Li","502"," ","","","","",""
".","1538","A3437BBA","N"," "," ","G","Core","N","Ch'naar","0"," ","F8 D","M2 D "," "," ","Li","201"," ","","","","",""
".","1539","A583220F","N"," "," ","G","Core","N","Ch'naar","0"," ","F0 D","M9 VI "," "," ","Li","104"," ","","","","",""
".","1633","B300666D"," "," "," ","G","Core","N","Ch'naar","0"," ","G6 V"," "," "," ","Li","801"," ","","","","",""
".","1635","C62757BA"," "," "," ","G","Core","N","Ch'naar","0"," ","A4 V"," "," "," ","Li","314"," ","","","","",""
".","1638","E7598775"," "," "," ","G","Core","N","Ch'naar","0"," ","F1 VI","M1 D "," "," ","Li","612"," ","","","","",""
".","1732","B758454B"," "," "," ","G","Core","O","Dunea","0"," ","F2 D","M7 V "," "," ","Li","504"," ","","","","",""
".","1733","B865400B"," "," "," ","G","Core","O","Dunea","0"," ","K4 VI"," "," "," ","Li","314"," ","","","","",""
".","1736","B420853F","N"," "," "," ","Core","O","Dunea","0"," ","F7 D"," "," "," ","Li","600"," ","","","","",""
".","1737","B374476A"," "," ","A"," ","Core","O","Dunea","0"," ","F7 V"," "," "," ","Li","600"," ","","","","",""
".","1738","C8A6203A"," "," "," ","G","Core","O","Dunea","0"," ","M5 III","M3 D "," "," ","Li","213"," ","","","","",""
".","1739","B6A6764C"," "," "," ","G","Core","O","Dunea","0"," ","M9 V"," "," "," ","Li","612"," ","","","","",""
".","1831","C6634106","S"," "," ","G","Core","O","Dunea","0"," ","F1 D","M8 D "," "," ","Li","225"," ","","","","",""
".","1833","D4648749"," "," "," ","G","Core","O","Dunea","0"," ","F3 V"," "," "," ","Li","204"," ","","","","",""
"Khea","1836","B340955F"," "," "," ","G","Core","O","Dunea","0"," ","F1 VI","M5 D "," "," ","Li","303"," ","","","","",""
".","1837","BA9A201F","N"," "," "," ","Core","O","Dunea","0"," ","F5 V","M8 D "," "," ","Li","700"," ","","","","",""
".","1838","D9896207","S"," "," ","G","Core","O","Dunea","0"," ","F2 D"," "," "," ","Li","603"," ","","","","",""
".","1839","B782455A","S"," "," ","G","Core","O","Dunea","0"," ","F5 D","M6 D "," "," ","Li","301"," ","","","","",""
".","1840","E7437BC5"," "," "," "," ","Core","O","Dunea","0"," ","F3 V"," "," "," ","Li","200"," ","","","","",""
".","1933","B599775D"," "," "," ","G","Core","O","Dunea","0"," ","F4 V","M5 D "," "," ","Li","604"," ","","","","",""
".","1934","B8868797","N"," "," "," ","Core","O","Dunea","0"," ","F7 VI"," "," "," ","Li","300"," ","","","","",""
"Keshi","1938","B5669D88"," "," "," ","G","Core","O","Dunea","0"," ","F4 V"," "," "," ","Li","314"," ","","","","",""
".","1940","B548844C"," "," "," "," ","Core","O","Dunea","0"," ","M7 VI"," "," "," ","Li","820"," ","","","","",""
".","2034","B324579E"," "," "," ","G","Core","O","Dunea","0"," ","G5 III"," "," "," ","Li","503"," ","","","","",""
".","2036","A410856F","N"," "," ","G","Core","O","Dunea","0"," ","F5 D"," "," "," ","Li","304"," ","","","","",""
".","2037","B333211C","A"," "," "," ","Core","O","Dunea","0"," ","G0 IV"," "," "," ","Li","620"," ","","","","",""
".","2038","B476450C","N"," ","A","G","Core","O","Dunea","0"," ","F8 D","M9 D "," "," ","Li","502"," ","","","","",""
".","2040","A240745A"," "," "," ","G","Core","O","Dunea","0"," ","F6 V","M8 D "," "," ","Li","202"," ","","","","",""
".","2133","E88A6548"," "," "," "," ","Core","O","Dunea","0"," ","F4 VI"," "," "," ","Li","210"," ","","","","",""
".","2135","D7491216"," "," "," ","G","Core","O","Dunea","0"," ","G4 D"," "," "," ","Li","513"," ","","","","",""
".","2136","A77A5ADG"," "," "," ","G","Core","O","Dunea","0"," ","F3 V","M6 D "," "," ","Li","504"," ","","","","",""
".","2138","E88866A5"," "," "," "," ","Core","O","Dunea","0"," ","F4 D"," "," "," ","Li","100"," ","","","","",""
".","2139","B565200C","W"," "," ","G","Core","O","Dunea","0"," ","F2 V","M1 D "," "," ","Li","502"," ","","","","",""
".","2140","C20079DA"," "," "," "," ","Core","O","Dunea","0"," ","G8 V"," "," "," ","Li","710"," ","","","","",""
".","2232","B538836B"," "," "," ","G","Core","O","Dunea","0"," ","F7 V","M9 V "," "," ","Li","802"," ","","","","",""
".","2237","B203212C","N"," "," "," ","Core","O","Dunea","0"," ","K8 VI"," "," "," ","Li","200"," ","","","","",""
".","2334","B233000E","N"," "," ","G","Core","O","Dunea","0"," ","M8 V","M5 IV "," "," ","Li","603"," ","","","","",""
".","2335","B555222D"," "," "," ","G","Core","O","Dunea","0"," ","F5 V"," "," "," ","Li","203"," ","","","","",""
".","2336","D6616966"," "," "," ","G","Core","O","Dunea","0"," ","F3 D"," "," "," ","Li","603"," ","","","","",""
".","2338","B455620D"," "," ","A","G","Core","O","Dunea","0"," ","F3 V"," "," "," ","Li","614"," ","","","","",""
".","2431","D7A86786","S"," "," ","G","Core","O","Dunea","0"," ","K8 III","M9 II "," "," ","Li","812"," ","","","","",""
".","2433","C7947988","S"," "," ","G","Core","O","Dunea","0"," ","G9 VI"," "," "," ","Li","914"," ","","","","",""
".","2435","BAB44239","N"," "," "," ","Core","O","Dunea","0"," ","A9 V","M9 II "," "," ","Li","300"," ","","","","",""
".","2437","D6366507","S"," "," ","G","Core","O","Dunea","0"," ","K2 V"," "," "," ","Li","802"," ","","","","",""
".","2439","B384000B"," "," "," ","G","Core","O","Dunea","0"," ","F4 D","M7 D "," "," ","Li","123"," ","","","","",""
".","2532","B110320C","A"," "," ","G","Core","P","Saregon","0"," ","F0 V","M8 II "," "," ","Li","803"," ","","","","",""
".","2534","B6487977","N"," "," ","G","Core","P","Saregon","0"," ","F3 VI"," "," "," ","Li","402"," ","","","","",""
".","2536","C5116379","S"," "," ","G","Core","P","Saregon","0"," ","F3 V"," "," "," ","Li","624"," ","","","","",""
".","2538","B768410C"," "," "," ","G","Core","P","Saregon","0"," ","K3 D"," "," "," ","Li","702"," ","","","","",""
".","2540","C5533148"," "," "," "," ","Core","P","Saregon","0"," ","M1 D"," "," "," ","Li","420"," ","","","","",""
".","2631","B2455259","A"," "," ","G","Core","P","Saregon","0"," ","F5 V","M3 VI "," "," ","Li","513"," ","","","","",""
".","2635","E8896626"," "," "," ","G","Core","P","Saregon","0"," ","F9 D"," "," "," ","Li","704"," ","","","","",""
".","2636","B998213A","S"," "," ","G","Core","P","Saregon","0"," ","F6 D"," "," "," ","Li","314"," ","","","","",""
".","2639","B100403D","S"," "," ","G","Core","P","Saregon","0"," ","F2 V","M1 V "," "," ","Li","203"," ","","","","",""
"Dishadshii","2640","B614ACGG","N"," "," ","G","Core","P","Saregon","0"," ","F9 V","M0 D "," "," ","Li","204"," ","","","","",""
".","2731","B6315AFA","N"," "," ","G","Core","P","Saregon","0"," ","M2 V"," "," "," ","Li","404"," ","","","","",""
".","2732","B9E7425E"," "," "," ","G","Core","P","Saregon","0"," ","M3 V"," "," "," ","Li","802"," ","","","","",""
".","2736","B324757B"," "," "," ","G","Core","P","Saregon","0"," ","M7 V","M5 D "," "," ","Li","113"," ","","","","",""
"Sinad","2832","B4589ADD","N"," "," ","G","Core","P","Saregon","0"," ","F4 V"," "," "," ","Li","402"," ","","","","",""
".","2836","B478861D","S"," "," ","G","Core","P","Saregon","0"," ","G7 V"," "," "," ","Li","504"," ","","","","",""
"Igla","2837","B414ADGF"," "," "," ","G","Core","P","Saregon","0"," ","F3 V","M2 V "," "," ","Li","804"," ","","","","",""
".","2839","C7833549"," "," "," ","G","Core","P","Saregon","0"," ","M8 V","M8 V "," "," ","Li","703"," ","","","","",""
".","2840","B8C0885B"," "," "," ","G","Core","P","Saregon","0"," ","F8 D"," "," "," ","Li","814"," ","","","","",""
".","2931","E3326795"," "," "," ","G","Core","P","Saregon","0"," ","M4 D"," "," "," ","Li","122"," ","","","","",""
"Ganad","2933","A6569BAF","N"," "," ","G","Core","P","Saregon","0"," ","G8 V"," "," "," ","Li","504"," ","","","","",""
".","2934","A778232D"," "," "," ","G","Core","P","Saregon","0"," ","F3 V","M6 V "," "," ","Li","315"," ","","","","",""
".","2935","C472255A"," "," "," ","G","Core","P","Saregon","0"," ","F6 V"," "," "," ","Li","913"," ","","","","",""
"Saregon","2936","A584976E"," "," "," ","G","Core","P","Saregon","0"," ","F2 VI"," "," "," ","Li","114"," ","","","","",""
".","2937","B434779A","A"," "," ","G","Core","P","Saregon","0"," ","M4 D","M9 D "," "," ","Li","703"," ","","","","",""
"Shakiiga","2938","B867ACAB"," "," "," "," ","Core","P","Saregon","0"," ","F2 V","M0 D "," "," ","Li","710"," ","","","","",""
".","3033","A424588G","N"," "," ","G","Core","P","Saregon","0"," ","M1 V"," "," "," ","Li","103"," ","","","","",""
".","3034","A554755D","W"," "," ","G","Core","P","Saregon","0"," ","M5 V"," "," "," ","Li","903"," ","","","","",""
".","3037","E6656556"," "," "," ","G","Core","P","Saregon","0"," ","F3 V","M7 D "," "," ","Li","922"," ","","","","",""
".","3039","B8B4442D","S"," "," ","G","Core","P","Saregon","0"," ","M7 V","M8 III "," "," ","Li","601"," ","","","","",""
"Unlakhar","3040","B629997G","N"," "," ","G","Core","P","Saregon","0"," ","F3 D"," "," "," ","Li","603"," ","","","","",""
".","3131","A7C3874C"," "," "," ","G","Core","P","Saregon","0"," ","F1 V","M1 V "," "," ","Li","513"," ","","","","",""
".","3132","B4625ACA","N"," "," "," ","Core","P","Saregon","0"," ","F1 D"," "," "," ","Li","110"," ","","","","",""
".","3133","C36267B8"," "," "," ","G","Core","P","Saregon","0"," ","K9 D","M1 D "," "," ","Li","302"," ","","","","",""
".","3135","B58A763A","N"," "," "," ","Core","P","Saregon","0"," ","F1 V"," "," "," ","Li","400"," ","","","","",""
".","3137","B4936668","N"," "," ","G","Core","P","Saregon","0"," ","F8 V","M9 D "," "," ","Li","603"," ","","","","",""
".","3140","A562898B","S"," "," "," ","Core","P","Saregon","0"," ","F9 V"," "," "," ","Li","210"," ","","","","",""
".","3234","B433764E"," "," "," "," ","Core","P","Saregon","0"," ","M1 V","M0 III "," "," ","Li","520"," ","","","","",""
".","3235","B75A4319"," "," "," ","G","Core","P","Saregon","0"," ","F0 D"," "," "," ","Li","613"," ","","","","",""
".","3238","E5606726"," "," "," ","G","Core","P","Saregon","0"," ","F0 D"," "," "," ","Li","503"," ","","","","",""
"Amagasaki","110","C6566236"," ","C:3 "," "," ","Empty Quarter","A","Engarmi","5600","Ag Ni ","F0 D"," "," ","CMSWHME","Jr","910"," ","","","","",""
"Orzabal","201","C6731028"," "," "," ","G","Empty Quarter","A","Engarmi","7800","Lo Ni ","M6 V","M7 D "," ","CMDRLMA","Jr","223"," ","","","","",""
"Arrikeshmundin","204","B3723527"," "," ","R","G","Empty Quarter","A","Engarmi","6700","Lo Ni ","F4 D"," "," ","BSDRMMA","Jr","501"," ","","","","",""
"Pax Deorum","205","B8B058A8"," "," "," ","G","Empty Quarter","A","Engarmi","6800","De Ni ","M1 IV"," "," ","BLEDMEA","Jr","122"," ","","","","",""
"Iipkhudi","206","A472511B"," "," "," ","G","Empty Quarter","A","Engarmi","5100","Ni ","F8 D","M3 D "," ","ASDRMLH","Jr","812"," ","","","","",""
"IKON","208","C6689868"," "," "," ","G","Empty Quarter","A","Engarmi","4800","Hi ","F6 D","M0 V "," ","CMSWHMA","Jr","514"," ","","","","",""
"Hildegard","302","A330756B"," "," "," ","G","Empty Quarter","A","Engarmi","4100","De Na Po ","M3 V","M8 V "," ","ASTDHMH","Jr","111"," ","","","","",""
"Edash Mas...","305","B338478C"," "," "," ","G","Empty Quarter","A","Engarmi","6200","Ni ","M0 V"," "," ","BSTWMHH","Jr","932"," ","","","","",""
"Dungii","308","C2012649"," ","O:0208 "," ","G","Empty Quarter","A","Engarmi","8900","Ic Lo Ni Va ","F9 V"," "," ","CSVDMMH","Jr","103"," ","","","","",""
"Gagiiranur","406","B3202038"," "," ","A","G","Empty Quarter","A","Engarmi","6800","De Lo Ni Po ","M2 V"," "," ","BSTDMMA","Jr","901"," ","","","","",""
"Shodoshima","410","C55A8795"," "," "," ","G","Empty Quarter","A","Engarmi","5500","Wa ","M0 V","M0 D "," ","CMSAHEE","Jr","511"," ","","","","",""
"Ryt Thoudhutz","501","C2324649"," ","C2 O:0 ","0","G","emptyq","A","Engarmi","5900","Ni Po ","M5 V","M4 V "," ","CSTRMMH","Jr","822"," ","","","","",""
"Asummirap","510","B6637797"," "," "," ","G","emptyq","A","Engarmi","5700","Ri ","M7 V","M4 V "," ","BMSRHEA","Jr","914"," ","","","","",""
"Maistoelat","601","A5002438"," "," "," ","G","emptyq","A","Engarmi","6800","Lo Ni Va ","K8 V","M1 D "," ","AMVDMMA","Jr","704"," ","","","","",""
"Solstice","605","C99A4669"," ","Mr "," "," ","emptyq","A","Engarmi","6900","Ni Wa ","K6 VI","M0 D "," ","CLEAMMH","Jr","300"," ","","","","",""
